Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
k__Bacteria;p__Firmicutes;c__Clostridia	0.000266753043843	0.000488924790613	0.0287043432333	0.012877662209	0.0161693343956	0.00195827780347	0.000499991379459	0.00115367317808	0.00331250213434	0.00188757597493	0.00363858115662	0.0188547604867	0.00244757713398	0.0006548904386	0.0126232541634	0.00512030936694	0.152017313341	0.0788423988842	0.0210074121898	0.0895760453862	0.120176599249	0.581256268341	0.0808647024903	0.0653557312253	0.0181532581941	0.0951903329035	0.00729835786948	0.0749172807941	0.0376177270106	0.296837823827	0.127757712893	0.218062083433	0.0105244180019	0.066122274808	0.073988029611	0.00338117063641	0.0899998680547	0.24014720356	0.0106460986937	0.0873013488749	0.0214122554375	0.0687951478806	0.0231001687091	0.00154828720728	0.300820296741	0.289173436948	0.0838874501295	0.270992366412	0.41056032082	0.00410759242083	0.138201828552	0.0720475087772	0.0723897579243	0.0042513464991	0.0109810528805	0.015559772296	0.0803956337135	0.0643524699599	0.0864391179788	0.000572635651023	0.0728722109014	0.07812557203	0.0388148638583	0.0474561583544	0.00512292930777	0.00089485458613	0.011448019802	0.010271774021	0.0764369701469	0.246667659543	0.0677614818866	0.00330851943755	0.00833576216846	0.0136185868204	0.00113463106762	0.0156064898275	0.000319943121223	0.0172039553019	3.86085479325e-05	0.271479122435	0.495196164061	0.00142594022934	0.000375925717078	0.0972927572467	0.00584898451048	0.00355886527741	0.0683628281332	0.418606995263	0.00147353307893	0.000694942124351	0.0706235912847	0.00064361568992	0.323653660646	0.286566732365	0.346744019843	0.22586422098	0.120349007928	0.0313468384255	0.0758132956153	0.466624387942	0.734511870001	0.00265828902852	0.000319284802043	0.00334204692102	8.85229938477e-05	0.000190267801931	0.0141883767535	0.00045293957786	0.00107959971764	0.000880916152799	0.0768409323057	0.00505535826196	0.0016902826728	0.000944992637848	0.0205363176372	0.00390191031026	0.0699876492384	0.060487804878	0.0920066124535	0.265927073986	0.00138907262865	0.00162648296977	0.184071455154	0.00342260631471	0.000482432792121	0.430198285102	0.213760240762	0.159669448943	0.418442120635	0.0810596417437	0.297752808989	0.413793103448	0.2	0.281356619885	5.12925728355e-05	0.000123087527541	0.0140491270881	0.00226352156302	0.00148053101712	0.00485884954982	0.400231694164	0.0803537359998	0.0170377569653	0.0830634715026	0.000701249978086	2.06172814053e-05	0.00129716316057	0.103801044431	0.094079170914	0.0799266003902	0.0711017247448	0.0017554532024	0.00103996105678	0.00158901671646	3.86443559918e-05	0.00385571230173	0.0119719478795	0.580269074235	0.0815779994675	0.021273540884	0.00290646156027	0.00568889270534	0.0179255779454	0.0755316007088	0.000645903240544	2.33508464682e-05	0.0901020088431	0.000104737632231
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.0	0.00034012159347	0.000629748506887	0.00979159522993	0.000995871659303	0.000625560964996	0.0	0.0	0.000819588156951	1.88757597493e-05	0.000894399837382	0.0	0.0	0.0	0.000912524397354	0.000429676310513	0.00153037563766	0.00320781032078	0.000484213401537	0.00300882710119	0.00166068101423	0.00169013038149	0.00484115383068	0.00326086956522	0.00106879129421	0.00359809587493	0.0	0.0577154459317	0.000466789313271	0.00626055055627	0.0748009225012	0.00169946095223	0.0371397020711	0.00197843122042	0.00222475980469	4.50822751522e-05	0.0037340511156	0.00147631477599	0.000135792075174	0.00337969777991	0.000158903565399	0.00144813956658	0.0127551493354	0.0	0.0100258490594	0.00586365241964	0.00276475117239	0.000123122383649	0.00142586610226	0.000110419151098	0.00384053194233	0.00119518936281	0.000824239817951	0.000129263913824	0.000694629186249	0.00137206247263	0.00200094353435	0.00347129506008	0.00366860683683	2.54504733788e-05	0.00331936380996	0.00308743669534	0.00271455764297	0.0093042347951	0.00422011799534	0.0	0.0	0.000463656466224	0.00229638966107	0.000148931417082	0.000892355963672	0.000239432327718	0.000233168172544	0.00579678780665	5.31858312945e-05	0.0310069533866	0.00117312477782	6.43138515958e-05	0.0	0.0	0.00443842355751	0.0	0.0	0.00371122743964	0.000308614760603	0.000699430170126	0.00355284648672	0.00405705070053	0.0	8.68677655439e-05	0.0615559988601	0.0	0.00024947610019	0.0108854854167	0.0130743683525	0.000624084224236	0.0441713159109	0.0140087586754	0.0035360678925	0.0014600908501	0.000920401167957	0.000172616170683	0.0	0.0	4.42614969238e-05	0.0	0.000120240480962	0.0	0.0	0.0	0.00065001392887	0.000104449550867	1.79817305617e-05	0.0	0.00173058856493	0.000108386397507	0.00329353643475	0.00292682926829	0.0027217927096	0.00093808630394	0.0	0.000133945656334	0.00176156804367	0.0	0.0	0.0029474812433	0.0592877445243	0.722685934969	2.60776592693e-05	0.127216042209	0.0	0.0	0.0	0.00199177470815	0.0	7.38525165245e-05	0.000843306479106	0.0	4.93510339042e-05	0.000104491388168	0.0537091039827	0.00255875025251	0.000147258055016	0.00293069948187	1.75312494521e-05	0.0	0.00081777677514	0.000107011386011	0.00225110431532	0.00357706959026	0.0	3.47614495524e-05	0.000177014647962	1.58901671646e-05	0.0	0.000164461662159	0.000248983318118	0.000639806636217	0.00353937951232	0.000478594845534	0.0	0.000300545274999	0.000618123377426	0.00172278007482	1.57537375742e-05	0.0	0.00403857535773	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.0	0.0	0.000914151058384	0.00373376004877	0.00135800680814	0.000217586422607	1.72410820503e-05	5.86613480378e-05	0.00252706348393	9.43787987466e-05	0.0241081410712	0.0	0.0	0.0	0.00917593977339	0.000823546261816	0.0465914360798	0.0528451882845	0.014874042437	0.0433017346069	0.0365349823131	0.0147282790387	0.0527028658021	0.0412252964427	0.0110765643218	0.0403591727564	0.000824814416756	0.0656301699504	0.0101046157226	0.0159371552377	0.195248248553	0.00339892190446	0.00351565140964	0.0505469780433	0.0345133091825	0.00291532045984	0.0451516710868	0.0353031794257	0.00423671274544	0.055682398534	0.00770682292184	0.0410760528826	0.00307755056638	0.0040642539191	0.0246537271953	0.0120628753091	0.0385665290124	0.0811376508249	0.0385652222346	0.00406342476039	0.0513886102433	0.042877418391	0.0352272930889	0.00318850987433	0.00929620762023	0.000116771274267	0.053748922256	0.0385847797063	0.0369712604192	0.00146340221928	0.0475604598408	0.0339618036488	0.0716709426467	0.00371713301863	0.00459803900985	0.0	0.0	0.00078464940438	0.0310098934682	0.00351850472857	0.0571683530275	0.0040703495712	0.00151559312154	0.00995501692662	0.00239336240825	0.00280710790626	0.000177746178457	0.00228314173165	0.00123547353384	0.00605095541401	0.0168267945313	0.000623848850336	0.0	0.00447300570357	0.00313023542897	0.00285943510728	0.0352253784371	0.00511541175285	0.00154909887785	0.00149846895563	0.240731625172	3.57564272178e-05	0.0370887802282	0.0290761803157	0.0334636566192	0.0411759917512	0.0709761315491	0.00430250723487	0.0371522866572	0.0250722671229	0.0126317125809	0.00362493958434	0.0	0.0	0.0	0.0	0.000761523046092	0.000317057704502	0.0	0.0	0.0	0.0244203049927	0.00208588074516	0.0	0.0161521599393	0.00390191031026	0.0362922380213	0.0234146341463	0.0400921735936	0.106391222775	0.00125677999735	0.00200918484501	0.055104825704	0.00108382533299	0.00129757785467	0.00174169346195	0.0518976759739	0.0503301357917	0.0892638276788	0.0214916892652	0.0	0.0	0.0	0.0619109971783	0.000102585145671	2.46175055082e-05	0.00640554070299	0.00160829163688	0.00046883482209	0.00325664826457	0.0307194503256	0.0404013197764	0.00586087058962	0.0520401554404	0.000315562490139	4.12345628105e-05	0.00135356155885	0.00567160345861	0.0442575603126	0.0547012914615	0.00413586765224	0.00260710871643	0.00294286852237	0.00189092989258	0.000115933067975	0.0035085154594	0.0103328077019	0.0196562816571	0.0339999686781	0.00801646366269	0.000708893063481	0.00525954231248	0.014887943062	0.0453337271116	0.000645903240544	0.0	0.042788009609	0.0
k__Bacteria;p__GN02;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101391599706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__3BR-5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.51508241579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BB34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.42068316069e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5	0.0	0.0	0.000142201275749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000322257232885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101247004242	0.000378302519983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72905040887e-05	0.0	5.15065670873e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000265111346766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__GKS2-174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000199955010123	0.0	0.0	0.0	0.0	0.0	9.01449079395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;Other	5.71613665377e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__	0.000133376521921	8.50303983674e-05	0.0	0.0	0.0	0.0	3.44821641006e-05	7.8215130717e-05	0.0	7.55030389973e-05	2.03272690314e-05	8.50846592359e-05	0.0	1.76997415838e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	0.00998418535526	0.00841800943837	0.0	0.0	0.0	0.0	0.00817227289185	0.00987466025303	0.0	0.00783344029597	0.00571196259782	0.00648345103378	0.0	0.006761301285	0.0	0.000429676310513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000724836911695	0.0	0.0	1.32920393976e-05	0.0	2.65540773786e-05	2.25362269849e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000576723441886	0.0	0.0	0.0	0.0	0.0	4.42008486563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000270259835528	0.0	0.0	0.000564434674113	0.0	1.95327759981e-05	0.0	0.0	0.0	0.0	0.0	0.000195452472474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067940936679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046904315197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.82329778079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2	0.0	4.25151991837e-05	0.000142201275749	0.0	0.0	0.000217586422607	1.72410820503e-05	5.86613480378e-05	0.0	3.77515194987e-05	4.06545380628e-05	0.0	0.0	5.30992247513e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000159207782076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119177674049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002627353671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68677655439e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000128413663214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3	7.62151553836e-05	0.000318863993878	0.0	0.0	0.0	0.0	0.000224134066654	0.000332414305547	0.0	0.000471893993733	0.000365890842565	0.000255253977708	0.0	0.000230096640589	0.0	0.000537095388141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524881901572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13958663186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86085479325e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000761523046092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28045544046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55448131231e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25362269849e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127122852319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203321633422	0.0	0.0	0.00114396339317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5	0.000133376521921	0.000488924790613	0.0	0.0	0.0	0.0	0.000517232461509	0.000410629436264	0.0	0.000434142474235	0.000162618152251	0.000340338636944	0.0	0.000407094056427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.99887525307e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000148535440556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
